àbac	ábaco
diorama	
diorita	
diòxid	
dioxina	
diplococ	
diploma	
diplomàcia	
diplomat	
diplomàtic	
diplomatura	
dipol	
dipòsit	
dipositant	
dipositari	
dipòsit de cadàvers	
dipòsit funerari	
dípter	
díptic	
diputació	
diputat	
dir.	
direcció	
direcció de cultura	
direcció de kutxa	
direcció de personal	
direcció d'estudis	
Direcció de Trànsit	
direcció d'ordenació	
direcció i administració	
direcció i formació	
direcció i gestió	
direccionalitat	
direccions territorials	
directiu	
directiva	
director	
director d'escena	
director d'orquestra	
directori	
directriu	
dirigent	
dirigible	
dirigisme	
disacàrid	
disàrtria	
disbarat	
disbauxat	
disc	
discalcúlia	
discant	
discantus	
discapacitat	
discerniment	
disciplina	
discjòquei	
discòbol	
discografia	
discogràfica	
disconformitat	
discontinuïtat	
discordança	
discòrdia	
discoteca	
discreció	
discrecionalitat	
discrepància	
discretització	
discriminació	
disc senzill	
disculpa	
discurs	
discussió	discussão
diseconomia	
disenteria	
disfàsia	
disfèmia	
disfonia	
disfressa	
disfunció	
disglòssia	
disgregació	
disgust	
disharmonia	
disjunció	
disjuntiva	
dislàlia	
dislèxia	
dislipèmia	
dislipidèmia	
dislocació	
dismenorrea	
disminució	
disortografia	
disp.	
disparador	
disparament	
disparitat	
dispendi	
dispensa	
dispensació	
dispensador	
dispensari	
dispèpsia	
dispersant	
dispersió	
dispersor	
displàsia	
display	
displicència	
dispnea	
dispondeu	
disponibilitat	
disposició	
dispositiu	
dispràxia	
disputa	
disputabilitat	
disquet	
disquetera	
disquisició	
disrupció	
dissabte	
dissecació	
dissecció	
dissemblança	
disseminació	
dissensió	
dissentiment	
disseny	
dissenyador	
dissertació	
dissidència	
dissident	
dissimetria	
dissimilació	
dissimilitud	
dissimulació	
dissinergia	
dissipació	
dissociabilitat	
dissociació	
dissolubilitat	
dissolució	dissolução
dissolvent	
dissonància	
dissort	
dissuació	
dissuasió	
distanàsia	distanásia
distància	distância
distància	distância
distanciaciament	
distanciació	
distanciament	
distanciòmetre	
distensió	
dístic	
distinció	
distintiu	
distòcia	
distonia	
distopia	
distòpia	
distorsió	
distracció	
distribució	
distribuïdor	
districte	
distròfia	
disturbi	
disulfur	
dit	dedo
dita	
ditada	
ditirambe	
diumenge	domingo
diumenge de Glòria	
diumenge de Pasqua	
diumenge de Rams	
diumenge de Resurrecció	
diumenger	
diumenge roig	
diumenge sagnant	
diüresi	
diüturnitat	
diva	
divagació	
divan	
divendres	sexta-feira
divergència	
diversificació	
diversió	
diversitat	
diverticle	
divertimento	
dividend	
divinitat	
divinització	
divisa	
divisibilitat	
divisió	
divisor	
divo	
divorci	
divulgació	
divulgador	
dj.	
DJ	
djembé	
djiboutià	
dl	
DLEG	
DLSI	
dm	
DNI	
DNS	
do	
dòberman	
doblatge	
doble	
doblec	
doble moral	
dobler	
doble scull	
doblet	
doc.	
docència	
docent	
docilitat	
doctor	
doctorand	
doctorat	
doctrina	
docudrama	
document	
documentació	
documental	
documentalista	
document marc	
DOCV	
dodecaedre	
dodecafonisme	
dodecafonista	
dodecàgon	
dofí	delfim
doga	
dogma	
dogmatisme	
DOGV	
doina	
dol	
dòlar	
dolç	
dolçaina	
dolçainer	
dolçor	
dolència	
dolina	
doll	
dolmen	
dolomia	
dolor	
dolus bonus	
dolus malus	
dom	
doma clàssica	
domador	
domàs	
domatge	
domer	
domesticació	
domesticitat	
domicili	
domiciliació	
dominació	
dominador	
domini	
dominicà	
dominiquès	
dominó	
dòmino	
domòtica	
dona	mulher
donació	doação
dona de casa	
dona de fer feines	
dona de negocis	
donador	
donant	
donatari	
donatiu	
dóner kebab	
doneta	
dònut	donut
donzella	
dopamina	
dopant	
dopatge	
dorada	
dormició	
dormidor	
dormilega	
dormitori	dormitório
dors	
dorsal número	
DOS	
dosatge	
dosi	
dosificació	
dosímetre	
dosimetria	
dos quarts de cinc	
dos quarts de deu	
dos quarts de dotze	
dos quarts de dues	
dos quarts de nou	
dos quarts de quatre	
dos quarts de set	
dos quarts de sis	
dos quarts de tres	
dos quarts de vuit	
dos quarts d'onze	
dos quarts d'una	
dosser	
dossier	
dot	dote
dotació	
dotació neta	
dotzé	
dotzena	
dovella	
DP	
Dr	
Dr.	
Dra.	
drac	dragão
dracma	
draga	
dragamines	
dragatge	
dragea	
dragó	
drama	
dramatisme	
dramatització	
dramaturg	
dramatúrgia	
drap	
drapaire	
drap de cuina	
draperia	
drapet	
drassana	estaleiro
drecera	atalho
dren	
drenador	
drenatge	
dret	
dreta	
dretà	
dret de petició	
drethavent	
dret humà	
driblatge	
drift	
dring	
dringadissa	
droga	droga
drogoaddicció	
drogoaddicte	
drogodependència	
drogodependent	
droguer	
drogueria	
dromedari	
dron	
drone	
droperia	
drupa	
drus	
dta.	
dte.	
dualisme	
dualista	
dualitat	
duana	
duatló	
dubitació	
dubte	
duc	duque
ducat	
ductilitat	
duel	
duet	
dula	
duma	
dúmper	
dúmping	
duna	
duo	
duodé	
duopoli	
dupl.	
dúplex	
duplicació	
duplicat	
duplicitat	
durabilitat	
duració	
durada	
duramàter	
duramen	
duresa	
duro	
duròmetre	
dutxa	
dv.	
dvd	
DVD	
DYA	
EA	
EADS	
EB	
EBB	
eben	
ebenista	
ebenisteria	
ébola	
ebonita	
eborària	
ebullició	
eburnació	
eclèctic	
eclecticisme	
eclesiàstic	
eclipsi	eclipse
eclíptica	
eclosió	
eco	
ecocardiògraf	
ecocondicionalitat	
ecoeficiència	
ecoetiqueta	
ecoetiquetatge	
ecofinançament	
ecògraf	
ecografia	
ecoinnovació	
ecolàlia	
ecòleg	
E. coli	
ecologia	
ecologisme	
ecologista	
ecologització	
e-comerç	
ecòmetre	
ecònom	
economat	
econometria	
economia	economia
economicitat	
economista	
ecoparc	
ecopunt	
ecoregió	
ecosfera	
ecosistema	
ecosocialista	
ecotaxa	
ecoterrorisme	
ecotip	
ecotò	
ecotoxicitat	
ecoturisme	ecoturismo
èctasi	
ectoderma	
ectoplasma	
ectropi	
ecu	
ECU	
eculi	
ecumenisme	
èczema	
ed.	
edafologia	
edat	
edat de la pocasolta	
edat del bronze	
edat del ferro	
edat de pedra	
edat mitjana	
edema	
edèn	
EDF	
edició	edição
edicle	
edicte	
edificabilitat	
edificació	
edifici	edifício
edil	
edilitat	
editor	
editora	
editorial	
editorialista	
edredó	
educació	
educador	
educand	
educció	
edulcorant	
EEES	
EEI	
efa	
efecte	
efecte col·lateral	
efecte d'hivernacle	
efectisme	
efectista	
efectiu	
efectivitat	
efector	
efectuació	
efedrina	
efèlide	
efemèride	
efervescència	
eficàcia	
eficiència	
efígie	
eflorescència	
efluent	
efluvi	
efracció	
EFTA	
efusió	
efusivitat	
ègida	
egipci	
egiptòleg	
eglefí	
ègloga	
ego	
egocentrisme	
egoisme	egoísmo
egoista	
egolatria	
egotisme	
e-govern	
egressat	
egua	égua
eguada	
eina	ferramenta
eina de tall	
einsteini	einsténio
eivissenc	
eix	
eixam	
eixamplament	
eixample	
eixàrcia	
eixida	
eixida retardada	
eixugaparabrisa	
eixugaparabrises	
ejaculació	
ejecció	
ejector	
ela	
ELA	
elaboració	
elació	
elastància	
elasticitat	
elastina	
elastòmer	
elearning	
e-learning	
elecció	
elector	
electoralisme	
electoralista	
electorat	
electricista	
electricitat	
electrificació	
electrització	
electró	eléctron
electroacústica	
electroanàlisi	
electrocardiògraf	
electrocardiograma	
electrocinètica	
electrocució	
elèctrode	
electrodinàmica	
electrodomèstic	
electroencefalògraf	
electroencefalografia	
electroencefalograma	
electroerosió	
electroestàtica	
electroforesi	
electroimant	
electròlisi	
electròlit	
electroluminescència	
electromagnetisme	
electromecànica	
electromedicina	
electròmetre	
electronegativitat	
electrònica	
electrooculograma	
electroquímica	
electroretinograma	
electroscopi	
electrotècnia	
electroteràpia	
electrovàlvula	
electrozincatge	
elefant	elefante
elefantiasi	
elegància	
elegia	
elegibilitat	
elegit	
element	
elementalitat	
elementarietat	
elenc	
elevació	
elevador	
elf	
eliminació	
eliminatòria	
elisió	
elit	
elitisme	
elitista	
èlitre	
elixir	
el·lipse	elipse
el·lipsi	
el·lipsoide	
elm	
ELN	
elocució	
elogi	
elongació	
eloqüència	
elucidació	
elució	
elucubració	
elusió	
ema	
email	
e-mail	
emanació	
emancipació	
embadaliment	
embalatge	
embalsamament	
embalum	
embaràs	
embarassada	
embarbussament	trava-língua
embarcació	
embarcació de vela	
embarcador	
embarcament	
embargament	
embarrancament	
embassada	
embassament	
embasta	
embat	
embellidor	
embelliment	
embenat	
embenatge	
embigat	
emblema	emblema
embocadura	
èmbol	
embolcall	
embòlia	
embolic	
embolofràsia	
embornal	
emboscada	
embotellament	
embotit	
embotit curat	
embragament	
embragatge	
embrancament	
embranzida	
embriac	
embriaguesa	
embrió	
embriogènesi	
embriologia	
embrocació	
embrolla	
embrollament	
embruixament	
embrutiment	
embull	
embussament	
embut	funil
emergència	
emersió	
èmfasi	
emfisema	
emfiteusi	
emigració	emigração
emigrant	
eminència	
emir	
emirat	
emissari	
emissió	
emissor	
emissora de ràdio	
Emm.	
emmagatzemament	
emmagatzematge	
emmarcament	
emmascarament	
emmental	
emmetzinament	
emmoquetador	
emmordassament	
emmudiment	
emmurriament	
emoció	
emocionabilitat	
emoluent	
emolument	
emoticona	
emotivisme	
emotivitat	
empadronament	
empalador	
empaperat	
empaquetador	
empaquetament	
empaquetatge	
empara	
empassafoc	
empastament	
empat	
empatia	empatia
empatx	
empedrat	
empelt	
empenta	
empenyiment	
empenyorament	
﻿empenyorament	
emperador	
empiema	
empipament	
empirisme	
empitjorament	
emplaçament	
emplastre	
empleat	
emplenament	
empobriment	
empolsador	
empolsadora	
empordanès	
empostissat	
empremta	
empremta digital	
emprenedor	
emprenedoria	
emprenyament	
empresa	
empresa emergent	
empresari	
empresariat	
empresonament	
emprèstit	
emprovador	
empunyadura	
EMT	
èmul	
emulació	
emulador	
emulgent	
emulsió	
emulsionament	
emulsionant	
emunció	
ena	
enagos	
enaltiment	
enamorament	
enamorat	
enamoriscament	
encabritada	
encadellat	
encadenament	
encaix	
encaixada	
encaixament	
encallament	
encaminador	
encaminament	
encant	
encantador	
encantament	
encanteri	enantamento
encapçalament	
encapsulació	
encariment	
encarnació	
encàrrec	
encarregat	
encasellament	
encast	
encavalcament	
enceb	
encebador	
enceball	
encebament	
encèfal	
encefalitis	
encefalograma	
encefalopatia	
encenall	
encenedor	
encens	
encerament	
encerclament	
encert	
encertant	
encesa	
enciam	alface
enciamera	
encíclica	
enciclopèdia	
enciclopedisme	
encís	
encisam	
encisam de batàvia	
encisam francés	
encistellada	
enclaustrament	
enclavament	
enclític	
enclusa	bigorna
enclusa	bigorna
encobriment	
encofrat	
encomanda	
encomi	
en concepte de prima	
en concepte de primes	
encongiment	
encontre	
encoratjament	
encotillament	
encreuament	
encriptació	
encuny	
encunyació	
endarreriment	
endemà	
endemà del dia	
endèmia	
endemisme	
enderga	
endermologia	
enderroc	
enderrocament	
endeutament	
endeví	
endevinació	
endevinalla	adivinha 
endívia	
endocardi	
endocarpi	
endocitosi	
endocrinòleg	
endocrinologia	
endoderma	
endodòncia	
endoesquelet	
endogàmia	
endoll	
endometri	
endometriosi	
endomorfisme	
endoplasma	
endopròtesi	
endorfina	
endormiscament	
endós	
endoscopi	
endoscòpia	
endosfera	
endosperma	
endossant	
endossatari	
endoteli	
endotoxina	
enduriment	
ènema	
enemic	inimigo
enemistat	
energia	
energia tèrmica dels oceans	
energització	
energumen	
enervació	
enfardellament	
enfarfec	
enfigassament	
enfilada	
enfilall	
enfocament	
enfondiment	
enfonsament	
enformador	
enfortiment	
enfosquiment	
enfront	
enfrontament	
enganxada	
enganxall	
enganxament	
engany	
enganyabadocs	
enganyifa	
engargussament	
engarrotament	
engegador	
engendrament	
enginy	
enginyer	
enginyeria	engenharia 
engolament	
engonal	
engraellat	
engranatge	
engrandiment	
engrapadora	
engreix	
engreixador	
engreixament	
engruna	
engrut	
enhorabona	
enigma	
enjudiciament	
enlairament	
enllaç	
enllaçador	
enllestiment	
enllistonat	
enlluernament	
enllumenament	
enllumenat	
enllustrador	
enneàgon	
ennegriment	
ennobliment	
ennuec	
ennuegada	
enòleg	
enologia	
enormitat	
enquadernació	
enquadernador	
enquadrament	
enquesta	
enquestador	
enquestat	
enquiridió	
enquistament	
enrabiada	
enrajolat	
enrampada	
enranciment	
enraonia	
enrasament	
enregistrador de teclat	
enregistrament	
enreixat	
enrenou	
enrigidor	
enriquiment	
enriuatge	
enrobustiment	
enroc	
enrocament	
enrogiment	
enrojolament	
enrotllament	
enrutador	
ens	
ensabonada	
ensaïmada	
ensalada	
ensaladera	
ensarronada	
enscrespament	
ensenya	
ensenyament	
ensenyança	
ensenyant	
ensinistrador	
ensinistrament	
ensitjament	
ensomni	
ensopec	
ensopegada	
ensopiment	
ensorrada	
ensorrament	
ensulsiada	
ensurt	
entalpia	
entaulament	
entelèquia	
entendriment	
entenedor	
enteniment	
enter	
enteresa	
enteritis	
enteròcit	
enterocolitis	
enterrador	
enterrament	
enterramorts	
entesa	
entestament	
entitat	
entl.	
entomòleg	
entomologia	
entonació	
entorn	
entossudiment	
entrada	
entramat	
entranya	
entranyes	
entreacte	
entrebanc	
entrebigat	
entrecella	
entrecoberta	
entrecot	
entrecreuament	
entredit	
entreferro	
entrega	
entrellaçament	
entrellat	
entremaliadura	
entremès	
entrenador	
entrenament	
entrepà	
entrepís	
entrepont	
entreson	
entretemps	
entreteniment	
entreteniment informatiu	
entrevista	entrevista
entrevistador	
entroncament	
entronització	
entropia	
entusiasme	
entusiasta	
enuig	
enumeració	
enunciació	
enunciat	
envà	
envalentiment	
envàs	
envasament	
enveja	
envelat	
envelliment	
envergadura	
enverinador	
enverinament	
envestida	
enviament	
enviat	
enviliment	
envit	
envolupant	
enyorança	
enzim	
eó	
EOC	
EON	
eosina	
eosinòfil	
eosinofília	
eparquia	
epibiont	
èpica	
epicarpi	
epicentre	
epicicle	
epicicloide	
epicureisme	
epidèmia	
epidemiòleg	
epidemiologia	
epidermis	
epifania	
epífisi	
epigastri	
epiglotitis	
epígon	
epígraf	
epigrafia	
epigrama	
epíleg	
epilèpsia	
epimorfisme	
epinefrina	
epipaleolític	
episcopat	
episiotomia	
episodi	
epistaxi	
epistemologia	
epístola	
epistolari	
epistològraf	
epitafi	
epitalami	
epitàlem	
epitàxia	
epiteli	
epítet	
epítom	
epizoòtia	
època	
epopeia	
epoxidació	
èpsilon	
EPSV	
equació	
equador	
equalització	
equalitzador	
equanimitat	
equatoguineà	
equatorià	
equidistància	
equilibratge	
equilibri	
equilibrisme	
equilibrista	
equimosi	
equinocci	
equinococcosi	
equinoderm	
equip	
equipament	
equiparació	
equipartició	
equipatge	bagagem
equip de direcció	
equipotencialitat	
equitació	
equitat	
equivalència	
equivalent	
equívoc	
equivocació	
equivocitat	
era	
erari	
erb	
erbi	érbio
ERC	
erecció	
erectilitat	
ergonomia	
ergot	
ergoteràpia	
eriçó	
eriçó de mar	
erisipela	
eritema	
eritreu	
eritròcit	
eritropatologia	
eritropoesi	
eritropoetina	
erm	ermo
ermini	
ermita	
ermità	
eros	
erosió	
erotisme	
erotització	
erra	
errada	
erradicació	
errata	
error	
ertzaina	
eructació	
erudició	
erudit	
eruga	
erupció	
esbalaïment	
esbandida	
esbarjo	
esbart	
esbarzer	
esbarzerar	
esbirro	
esborradora	
esborradura	
esborrall	
esborrany	
esbós	
esbrancament	
esbrinament	
esbronc	
esbudellador	
esbufec	
esc.	
esca	isca
escabetx	
escabetxada	
escabrositat	
escac	
escac i mat	
escafandre	
escaiola	
escaire	esquadro
escala	escada
escala	escala
escala automàtica	
escalabilitat	
escalada	
escalador	
escalafó	
escala mecànica	
escalament	
escalar	
escaldada	
escaldat	
escaleta	
escalfador	
escalfament	
escalfaplats	
escalfor	
escalinata	
escalivada	
escaló	
escalonament	
escalopa	
escalpel	
escalunya	chalota
escamarlà	
escambell	
escamot	
escamoteig	
escampada	
escampament	
escandall	
escandi	escândio
escandinau	
escàndol	
escaneig	
escanejament	
escàner	
escantell	
escanyament	
escapada	
escapament	
escapatòria	
escàpula	
escapulari	
escaquer	
escaquista	
escar	
escarabat	
escarafalls	
escaramussa	
escarapel·la	
escarceller	
escarificació	
escarlatina	
escarment	
escarn	
escarola	
escarpament	
escarpell	
escarpí	
escarpra	
escarser	
escassesa	
escassetat	
escata	
escatologia	
escena	
escenari	
escenificació	
escenògraf	
escenografia	
escèptic	
escepticisme	
Escherichia coli	
esciliorrínid	
escirre	
escissió	
escissiparitat	
escita	
esclafit	
esclariment	
esclat	
esclau	
esclavatge	
esclavisme	
esclavista	
esclavitud	
esclavització	
esclerènquima	
esclerosi	
escletxa	
esclop	tamanco
escó	
escocell	
escocès	escocês
escola	escola
escolà	
escola bressol	
escola de direcció	
escolament	
escolania	
escolapi	
Escola Pia	
escolar	
escolaritat	
escolarització	
escolàstic	
escoliosi	
escolítid	
escolta	
escoltisme	
escombra	vassoura
escombracarrers	
escombrariaire	
escombraries	
escombratge	
